,0,1,2
39,GunPoint,39,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.1543749770540703, 0.12575650757233103, 2.053013830750565, 0.5569757439543868, 0.11, 0.8886554333638916, nan, 0.0, 0.06216660148842312, 0.04031375487404192, 1.0, 0.25790303740490944, 0.20315405023577432, 2.3678884172804153, 18.610027874606182, 46.59070088394813, 144.0371957793472, 5.280798148608205, 0.5, 0.0, nan, nan, 16.522836275053063, nan, nan, 9.090909090909092, 4.617421510489846, 10.024166742289022, 2.863648516671375, 0.5107788183217868, 5.207807902852729, 12.630551286847915, 3.755303477858004, 1.7078593024806639, 4.091403977096396, 18.0389791042497, 34.06732414158164, 9.988207033077124, 18.936242184260816, 8.8942379677134, 17.678465712125742, 4.0224067218734865, 9.880948161612903, 0.1893653140791904, 0.14955956507243595, 22, 1, 0, 2, 0.1471861471861472, 1, 200, 0.0, 22, 13, 9.841551636494623, nan, 0.789708479247166, 14.016572382376213, 28.287084881314147, 3.755303477858004, 3.1061697764737066, 6.2210588001015035, nan, 0.8215370615002336, 2.182623804962784, 0.048497389041191726, 0.10804260210601022, 9.365260538009311, 18.147302033995043, 46.59070088394817, 114.17975805371067, 0.210291520752834])"
40,GunPointAgeSpan,40,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.0956042741225763, 0.08900737504885907, 2.2395179298906718, 0.9350656666473685, 0.04878048780487805, 0.8823055375849473, nan, 0.0, 0.06915124979296551, 0.1045494382357611, 0.9999113374199287, nan, nan, 728535.2681227041, 10225386.339585414, 94531407.36105719, 396347567.6303255, 5.846046254290585, 0.5, 0.007839321299185647, nan, nan, 24031.554385346943, nan, nan, 20.5, 1481.3932097227191, 6497.738796104573, 3.068388653889853, 0.8813409091995044, nan, nan, 3.5139199244234103, 1239.2695687953171, 5612.52207246224, 14201.468865503713, 55439.2952403685, 1710.5023211033856, 5600.210713763846, 1332.6124666944575, 5937.766825727001, -2686.2424447543253, 13940.094379839316, 0.17104061342074814, 0.12893148072043145, 22, 0, 0, 2, 0.10822510822510822, 1, 451, 1.0, 22, 15, 12.09348630773214, nan, 0.7784630616530629, 16887.711310258044, 68932.91686607685, 3.5139199244234103, 2678.109412070579, 9566.561360222127, nan, nan, nan, 0.07731129808247944, 0.21790230142114753, 1093.1478893977542, 4773.682960821887, 94531407.36105725, 393432825.21141785, 0.22153693834693708])"
41,GunPointMaleVersusFemale,41,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.1315869436913004, 0.1376058111650846, 2.2395179298906718, 0.9350656666473685, 0.04878048780487805, 0.9566615408945869, nan, 0.0, 0.10099001592111577, 0.1062473979833933, 0.9981231241894545, nan, nan, 728535.2681227044, 10225386.339585418, 94531407.36105718, 396347567.63032544, 3.3888368516281098, 0.5, 0.0360608779762541, nan, nan, 23940.09576855075, nan, nan, 20.5, 1481.3932097227191, 6497.738796104573, 2.9431083964486673, 0.8393676029807717, nan, nan, 10.792634145666325, 1239.2695687953171, 5612.52207246224, 14201.468865503713, 55439.2952403685, 1710.5023211033856, 5600.210713763846, 1332.6124666944575, 5937.766825727001, -2686.2424447543253, 13940.094379839316, 0.2945326576314593, 0.22934824920235122, 22, 0, 0, 2, 0.10822510822510822, 1, 451, 1.0, 22, 15, 6.6036319636001775, nan, 0.9152013038268053, 16887.711310258044, 68932.91686607685, 10.792634145666325, 2678.109412070579, 9566.561360222127, nan, nan, nan, 0.07731129808247944, 0.21790230142114753, 1093.1478893977542, 4773.682960821887, 94531407.36105725, 393432825.21141785, 0.08479869617319469])"
42,GunPointOldVersusYoung,42,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.13093497914317634, 0.15282162052550946, 2.2395179298906718, 0.9350656666473685, 0.04878048780487805, 0.99208189426622, nan, 0.0, 0.07574233961429583, 0.10471161657295162, 0.9984354584856947, nan, nan, 728535.2681227039, 10225386.339585409, 94531407.36105718, 396347567.63032544, 4.133358265242084, 0.5, 0.03292514945657982, nan, nan, 37795.20107183913, nan, nan, 20.5, 1481.3932097227191, 6497.738796104573, 2.9963978796556106, 0.8603311868638395, nan, nan, 62.39740987447277, 1239.2695687953171, 5612.52207246224, 14201.468865503713, 55439.2952403685, 1710.502321103386, 5600.210713763846, 1332.6124666944575, 5937.766825727001, -2686.2424447543253, 13940.094379839316, 0.2415555087207564, 0.27975204115322744, 22, 0, 0, 2, 0.10822510822510822, 1, 451, 1.0, 22, 15, 8.271235177996314, nan, 0.9842264849308512, 16887.711310258044, 68932.91686607685, 62.39740987447277, 2678.109412070579, 9566.561360222127, nan, nan, nan, 0.07731129808247944, 0.21790230142114753, 1093.1478893977542, 4773.682960821887, 94531407.36105725, 393432825.21141785, 0.015773515069148814])"
43,Ham,43,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.06171372866451697, 0.05522566106124812, 2.225535718847828, 0.20321505077315025, 0.102803738317757, 0.5621745105039924, nan, 0.0, 0.011559073970432328, 0.009359506208248419, 0.9989916804911786, 0.26516047627051215, 0.2034337511554431, 1.5841120611489383, 7.636270544516864, 41.02437898001799, 126.80357061418137, 31.982945950004805, 0.5, 0.02643389836211393, nan, nan, 4.754631395102543, nan, nan, 9.727272727272727, 2.6119432442526977, 5.353774027981394, 3.1932922628993308, 0.21180434140349216, 5.098976620560573, 7.943827058828172, 0.46207419082122264, 1.461096008674229, 3.1070313588327614, 17.34091831856019, 32.966881608737324, 7.474574221118055, 14.14841577283041, 6.732079423982416, 12.336099538704813, 2.9352639988631224, 5.307572870486434, 0.031235136439675862, 0.02175536859690315, 22, 0, 0, 2, 0.1341991341991342, 1, 214, 2.0, 22, 19, 70.25103241171959, nan, 0.3160401802604034, 14.405654319697067, 28.007874074714916, 0.46207419082122264, 2.7702422848417574, 5.910857671198301, nan, 0.5029621146841294, 1.978472745907081, 0.017389282074074988, 0.0257588978308687, 6.902131718783021, 12.731666641881441, 41.02437898001801, 121.43563830020872, 0.6839598197395966])"
44,HandOutlines,44,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.13203231219740083, 0.17866274483927896, 2.543716014442632, 1.3465308439916015, 0.016058394160583942, 0.5274123148122869, nan, 0.0, 0.06161072193654917, 0.14292494954393395, 0.9437683969804578, nan, nan, 200.1249344014999, 2085.78825011818, 5753.5931230438155, 22704.840743545596, 12.027175061509599, 0.5, 0.19613180792035628, nan, nan, 181.85711643678016, nan, nan, 62.27272727272727, 24.82803806877178, 90.52690030845909, 3.409014746505616, 1.3140889642345233, nan, nan, 0.3853557503445087, 5.2339405467057185, 11.210416171023981, 228.48317126691538, 487.2027225279451, 93.71800702568294, 181.96605690919947, 85.13605170005813, 160.99284745412464, 26.418878398918253, 55.30720930200272, 0.07846966491747398, 0.05051631257964747, 22, 0, 0, 2, 0.11688311688311688, 1, 1370, 2.0, 22, 20, 31.41655252533372, nan, 0.27816374981565484, 202.06429286799712, 438.76124478776933, 0.3853557503445087, 27.592298682350872, 72.31863353451551, nan, nan, nan, 0.10482676861700227, 0.2915078267066011, 87.58411405141645, 167.0777668062004, 5753.593123043817, 20477.59141657078, 0.7218362501843452])"
45,Haptics,45,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.07223154824890148, 0.07895968216238103, 2.4865794969672805, 0.5846036698434364, 0.047516198704103674, 0.3690678602146972, 0.12579431410090877, 0.0, 0.04201006106986592, 0.030076056322152458, 2.31633257242548, 0.19747030793865367, 0.18342749298356126, 27.027577804879705, 134.4544174537627, 655.6271216696003, 1697.3918504192416, 16.98273182287204, 0.2, 0.01941443201230603, nan, nan, 68.39905682040441, nan, nan, 21.045454545454547, 6.103122241069334, 14.58489502164951, 4.666518667166042, 0.5674604731960141, 55.786677498464606, 116.95566523895943, 0.7293739259325447, 4.3536197893233, 10.39961463379976, 88.80973341534288, 178.14673270785008, 24.745043286517657, 67.51937584567864, 22.41150439101043, 66.32767023593887, 9.721225032166522, 39.846209752293284, 0.1363934022267186, 0.04811824043857474, 22, 0, 0, 5, 0.0735930735930736, 4, 463, 1.0, 22, 19, 17.230936807588304, nan, 0.5923169701541753, 79.08850838317636, 159.5973822185898, 0.3035085709612911, 11.822392197230355, 23.246996341461355, nan, 4.035863725779503, 5.884364760675082, 0.02395288797385006, 0.04315597949752083, 22.484676871530002, 66.35598881111981, 655.6271216696, 1571.3288134162901, 0.5191049857259149])"
46,Herring,46,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.08459985647892448, 0.13353217020326158, 1.8379510054042034, 0.8149309449012611, 0.171875, 0.4419158607373354, nan, 0.0, 0.05301311493242573, 0.14477489188646314, 0.9700292494214555, nan, nan, 0.3676525771227116, 1.9825050450526676, 47.99615236935109, 202.53476036660817, 48.55476646950151, 0.5, 0.14363106492851746, nan, nan, 2.8381999767134998, nan, nan, 5.818181818181818, 1.014620824345201, 2.0674010356251333, 2.7880022110628335, 0.8061295425369958, nan, nan, 0.24268312520797927, 0.6902648803780532, 1.416031820940172, 29.75111991242518, 55.50751290632201, 19.784284614087497, 40.92673760577824, 19.472085528753645, 41.08882764298431, 16.55042002153296, 36.237762339997005, 0.019978043762825134, 0.016838821016559164, 22, 0, 0, 2, 0.030303030303030304, 1, 128, 11.0, 22, 16, 90.99854736649628, nan, 0.19528962797122001, 13.200699890892224, 36.56814111435277, 0.24268312520797927, 2.3404935905082667, 6.674048270610067, nan, nan, nan, 0.12579009939451824, 0.28805683288460776, 19.454722113625976, 41.078528480490945, 47.99615236935107, 202.31476117866606, 0.80471037202878])"
47,HouseTwenty,47,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.1242949675361867, 0.187723715197359, 2.1371493404299833, 0.5299936634086768, 0.13836477987421383, 0.9260183628329155, nan, 0.0, 0.079596789153729, 0.10844376423995614, 0.9896748638242482, nan, nan, 498724005.1618883, 7482325023.617996, 5096487606014.605, 23891780559947.94, 5.289176722700794, 0.5, 0.08449703674556226, nan, nan, 4046911.132368884, nan, nan, 7.2272727272727275, 286181.9852590183, 1284443.7987238383, 2.9397109887746593, 0.5083229007598381, nan, nan, 6.018036762411711, 205731.14361163686, 923044.5541076459, 3617861.830325536, 16531785.79881277, 280086.4523761813, 1190847.5752766537, 176038.84761174707, 712128.7381550403, -1098987.7891834658, 5170627.135704515, 0.18711321547957163, 0.19707617066617014, 22, 0, 0, 2, 0.06060606060606061, 1, 159, 2.0, 22, 17, 10.421691059888337, nan, 0.8575100083037531, 4716849.619509001, 21700828.84163256, 6.018036762411711, 492137.73550571164, 2255093.0422863048, nan, nan, nan, 0.05730633930125999, 0.2121504526459192, 202309.76319730218, 832278.2611433325, 5096487606014.605, 23891754780897.414, 0.14248999169624688])"
48,InlineSkate,48,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.05018581280504732, 0.05286307985896824, 2.6213215933435463, 0.910504092352306, 0.033846153846153845, 0.4020400582037989, 0.24082129005891276, 0.0, 0.059775362533364504, 0.10047466856381815, 2.770422672664248, 0.15788254802132679, 0.1432728012448216, 41.24238346202452, 285.3496105314007, 3031.493230296364, 8659.08388130188, 15.785972063386524, 0.14285714285714285, 0.03380450317712312, nan, nan, 87.69795475942306, nan, nan, 29.545454545454547, 13.79481060691287, 38.107789116328355, 5.216245243106957, 0.8520829434380981, 34.587117675164386, 136.41490813750536, 2.7778103956627658, 9.840767479390736, 27.26761108254305, 147.64361555616753, 332.270920931561, 60.29401534865693, 151.03618907085848, 56.58453248515232, 150.7450099045422, 27.783839618922812, 74.86640239380637, 0.17549902290083721, 0.12288954425868336, 22, 1, 0, 7, 0.025974025974025976, 6, 650, 0.0, 22, 20, 13.936388533767964, nan, 1.259791719131279, 119.85977593724469, 266.36537384526406, 2.037762812180153, 21.669489735876645, 51.80659168733736, nan, -0.7469090148415382, 5.834772329987131, 0.039856593495675226, 0.11534531367372562, 55.87867937312685, 148.37198211615564, 3031.493230296371, 8553.287731093653, 0.17065277093192407])"
